1766951177.269029 server started (78177): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1766951177.269082 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:34 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T8103
1766951177.269099 using libevent 2.1.12-stable select
1766951177.269117 using utf8proc 2.11.2
1766951177.269130 using ncurses 6.5 20240427
1766951177.272864 cmd_parse_build_commands 0:0: bind
1766951177.272871 cmd_parse_build_commands 0:1: -N
1766951177.272879 cmd_parse_build_commands 0:2: Rename current session
1766951177.272888 cmd_parse_build_commands 0:3: $
1766951177.272898 cmd_parse_build_commands 0:4 0:0: command-prompt
1766951177.272907 cmd_parse_build_commands 0:4 0:1: -I#S
1766951177.272915 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1766951177.272923 cmd_parse_build_commands 0:4 0:2 0:1: --
1766951177.272931 cmd_parse_build_commands 0:4 0:2 0:2: %%
1766951177.272942 cmd_parse_build_commands 0:0: command-prompt
1766951177.272949 cmd_parse_build_commands 0:1: -I#S
1766951177.272956 cmd_parse_build_commands 0:2 0:0: rename-session
1766951177.272963 cmd_parse_build_commands 0:2 0:1: --
1766951177.272971 cmd_parse_build_commands 0:2 0:2: %%
1766951177.272979 cmd_parse_build_commands 0:0: rename-session
1766951177.272986 cmd_parse_build_commands 0:1: --
1766951177.272993 cmd_parse_build_commands 0:2: %%
1766951177.273004 args_parse_flags: next --
1766951177.273013 args_parse: flags end at 2 of 3
1766951177.273021 args_parse: 2 = %% (type STRING)
1766951177.273035 cmd_parse_build_commands: rename-session "%%"
1766951177.273043 args_parse_flags: next -I#S
1766951177.273052 args_parse_flag_argument: -I = #S
1766951177.273059 args_parse: flags end at 2 of 3
1766951177.273070 args_parse: 2 = rename-session "%%" (type COMMANDS)
1766951177.273086 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1766951177.273094 args_parse_flags: next -N
1766951177.273103 args_parse_flag_argument: -N = Rename current session
1766951177.273111 args_parse_flags: next $
1766951177.273120 args_parse: flags end at 3 of 5
1766951177.273130 args_parse: 3 = $ (type STRING)
1766951177.273144 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1766951177.273165 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1766951177.273189 cmdq_get_command: [bind-key/0x132809b00] group 66
1766951177.273197 cmdq_append <global>: [bind-key/0x132809b00]
1766951177.273206 yylex_token: end at WS
1766951177.273214 yylex_token: bind
1766951177.273221 yylex_token: end at WS
1766951177.273228 yylex_token: -N
1766951177.273237 yylex_token: end at WS
1766951177.273244 yylex_token: Split window horizontally
1766951177.273251 yylex_get_word: %
1766951177.273259 yylex_token: end at WS
1766951177.273267 yylex_token: split-window
1766951177.273274 yylex_token: end at WS
1766951177.273281 yylex_token: -h
1766951177.273289 cmd_parse_build_commands 0:0: bind
1766951177.273297 cmd_parse_build_commands 0:1: -N
1766951177.273304 cmd_parse_build_commands 0:2: Split window horizontally
1766951177.273312 cmd_parse_build_commands 0:3: %
1766951177.273321 cmd_parse_build_commands 0:4 0:0: split-window
1766951177.273329 cmd_parse_build_commands 0:4 0:1: -h
1766951177.273337 cmd_parse_build_commands 0:0: split-window
1766951177.273345 cmd_parse_build_commands 0:1: -h
1766951177.273355 args_parse_flags: next -h
1766951177.273362 args_parse_flags: -h
1766951177.273369 args_parse: flags end at 2 of 2
1766951177.273379 cmd_parse_build_commands: split-window -h
1766951177.273387 args_parse_flags: next -N
1766951177.273395 args_parse_flag_argument: -N = Split window horizontally
1766951177.273402 args_parse_flags: next %
1766951177.273408 args_parse: flags end at 3 of 5
1766951177.273415 args_parse: 3 = % (type STRING)
1766951177.273425 args_parse: 4 = split-window -h (type COMMANDS)
1766951177.273441 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1766951177.273452 cmdq_get_command: [bind-key/0x13280a340] group 78
1766951177.273459 cmdq_append <global>: [bind-key/0x13280a340]
1766951177.273466 yylex_token: end at WS
1766951177.273475 yylex_token: bind
1766951177.273485 yylex_token: end at WS
1766951177.273492 yylex_token: -N
1766951177.273501 yylex_token: end at WS
1766951177.273508 yylex_token: Kill current window
1766951177.273515 yylex_token: end at WS
1766951177.273522 yylex_token: &
1766951177.273530 yylex_token: end at WS
1766951177.273537 yylex_token: confirm-before
1766951177.273546 yylex_token: end at WS
1766951177.273555 yylex_token: -pkill-window #W? (y/n)
1766951177.273563 yylex_token: end at WS
1766951177.273572 yylex_token: kill-window
1766951177.273581 cmd_parse_build_commands 0:0: bind
1766951177.273588 cmd_parse_build_commands 0:1: -N
1766951177.273594 cmd_parse_build_commands 0:2: Kill current window
1766951177.273600 cmd_parse_build_commands 0:3: &
1766951177.273605 cmd_parse_build_commands 0:4 0:0: confirm-before
1766951177.273611 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1766951177.273617 cmd_parse_build_commands 0:4 0:2: kill-window
1766951177.273624 cmd_parse_build_commands 0:0: confirm-before
1766951177.273630 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1766951177.273635 cmd_parse_build_commands 0:2: kill-window
1766951177.273643 args_parse_flags: next -pkill-window #W? (y/n)
1766951177.273648 args_parse_flag_argument: -p = kill-window #W? (y/n)
1766951177.273654 args_parse_flags: next kill-window
1766951177.273659 args_parse: flags end at 2 of 3
1766951177.273665 args_parse: 2 = kill-window (type STRING)
1766951177.273679 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1766951177.273687 args_parse_flags: next -N
1766951177.273694 args_parse_flag_argument: -N = Kill current window
1766951177.273700 args_parse_flags: next &
1766951177.273705 args_parse: flags end at 3 of 5
1766951177.273714 args_parse: 3 = & (type STRING)
1766951177.273726 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1766951177.273746 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1766951177.273755 cmdq_get_command: [bind-key/0x13280a4d0] group 86
1766951177.273760 cmdq_append <global>: [bind-key/0x13280a4d0]
1766951177.273776 yylex_token: end at WS
1766951177.273782 yylex_token: bind
1766951177.273787 yylex_token: end at WS
1766951177.273792 yylex_token: -N
1766951177.273800 yylex_token: end at WS
1766951177.273805 yylex_token: Prompt for window index to select
1766951177.273811 yylex_token: end at WS
1766951177.273816 yylex_token: '
1766951177.273822 yylex_token: end at WS
1766951177.273827 yylex_token: command-prompt
1766951177.273832 yylex_token: end at WS
1766951177.273837 yylex_token: -T
1766951177.273843 yylex_token: end at WS
1766951177.273848 yylex_token: window-target
1766951177.273854 yylex_token: end at WS
1766951177.273859 yylex_token: -pindex
1766951177.273865 yylex_token: end at WS
1766951177.273870 yylex_token: select-window
1766951177.273875 yylex_token: end at WS
1766951177.273880 yylex_token: -t
1766951177.273886 yylex_token: end at WS
1766951177.273891 yylex_token: :%%
1766951177.273898 cmd_parse_build_commands 0:0: bind
1766951177.273903 cmd_parse_build_commands 0:1: -N
1766951177.273909 cmd_parse_build_commands 0:2: Prompt for window index to select
1766951177.273914 cmd_parse_build_commands 0:3: '
1766951177.273920 cmd_parse_build_commands 0:4 0:0: command-prompt
1766951177.273926 cmd_parse_build_commands 0:4 0:1: -T
1766951177.273931 cmd_parse_build_commands 0:4 0:2: window-target
1766951177.273937 cmd_parse_build_commands 0:4 0:3: -pindex
1766951177.273943 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1766951177.273948 cmd_parse_build_commands 0:4 0:4 0:1: -t
1766951177.273953 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1766951177.273961 cmd_parse_build_commands 0:0: command-prompt
1766951177.273966 cmd_parse_build_commands 0:1: -T
1766951177.273972 cmd_parse_build_commands 0:2: window-target
1766951177.273977 cmd_parse_build_commands 0:3: -pindex
1766951177.273983 cmd_parse_build_commands 0:4 0:0: select-window
1766951177.273988 cmd_parse_build_commands 0:4 0:1: -t
1766951177.273994 cmd_parse_build_commands 0:4 0:2: :%%
1766951177.274001 cmd_parse_build_commands 0:0: select-window
1766951177.274006 cmd_parse_build_commands 0:1: -t
1766951177.274011 cmd_parse_build_commands 0:2: :%%
1766951177.274020 args_parse_flags: next -t
1766951177.274025 args_parse_flag_argument: -t = :%%
1766951177.274031 args_parse: flags end at 3 of 3
1766951177.274041 cmd_parse_build_commands: select-window -t ":%%"
1766951177.274046 args_parse_flags: next -T
1766951177.274052 args_parse_flag_argument: -T = window-target
1766951177.274058 args_parse_flags: next -pindex
1766951177.274063 args_parse_flag_argument: -p = index
1766951177.274069 args_parse: flags end at 4 of 5
1766951177.274077 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1766951177.274095 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1766951177.274101 args_parse_flags: next -N
1766951177.274107 args_parse_flag_argument: -N = Prompt for window index to select
1766951177.274112 args_parse_flags: next '
1766951177.274118 args_parse: flags end at 3 of 5
1766951177.274123 args_parse: 3 = ' (type STRING)
1766951177.274138 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1766951177.274162 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1766951177.274173 cmdq_get_command: [bind-key/0x13280af50] group 94
1766951177.274178 cmdq_append <global>: [bind-key/0x13280af50]
1766951177.274184 yylex_token: end at WS
1766951177.274189 yylex_token: bind
1766951177.274195 yylex_token: end at WS
1766951177.274200 yylex_token: -N
1766951177.274207 yylex_token: end at WS
1766951177.274212 yylex_token: Switch to previous client
1766951177.274218 yylex_token: end at WS
1766951177.274223 yylex_token: (
1766951177.274229 yylex_token: end at WS
1766951177.274234 yylex_token: switch-client
1766951177.274240 yylex_token: end at WS
1766951177.274245 yylex_token: -p
1766951177.274251 cmd_parse_build_commands 0:0: bind
1766951177.274256 cmd_parse_build_commands 0:1: -N
1766951177.274268 cmd_parse_build_commands 0:2: Switch to previous client
1766951177.274274 cmd_parse_build_commands 0:3: (
1766951177.274280 cmd_parse_build_commands 0:4 0:0: switch-client
1766951177.274285 cmd_parse_build_commands 0:4 0:1: -p
1766951177.274293 cmd_parse_build_commands 0:0: switch-client
1766951177.274298 cmd_parse_build_commands 0:1: -p
1766951177.274306 args_parse_flags: next -p
1766951177.274311 args_parse_flags: -p
1766951177.274317 args_parse: flags end at 2 of 2
1766951177.274325 cmd_parse_build_commands: switch-client -p
1766951177.274330 args_parse_flags: next -N
1766951177.274336 args_parse_flag_argument: -N = Switch to previous client
1766951177.274341 args_parse_flags: next (
1766951177.274347 args_parse: flags end at 3 of 5
1766951177.274352 args_parse: 3 = ( (type STRING)
1766951177.274359 args_parse: 4 = switch-client -p (type COMMANDS)
1766951177.274374 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1766951177.274384 cmdq_get_command: [bind-key/0x13280b2b0] group 106
1766951177.274391 cmdq_append <global>: [bind-key/0x13280b2b0]
1766951177.274397 yylex_token: end at WS
1766951177.274403 yylex_token: bind
1766951177.274410 yylex_token: end at WS
1766951177.274415 yylex_token: -N
1766951177.274423 yylex_token: end at WS
1766951177.274430 yylex_token: Switch to next client
1766951177.274435 yylex_token: end at WS
1766951177.274442 yylex_token: )
1766951177.274450 yylex_token: end at WS
1766951177.274455 yylex_token: switch-client
1766951177.274460 yylex_token: end at WS
1766951177.274465 yylex_token: -n
1766951177.274472 cmd_parse_build_commands 0:0: bind
1766951177.274477 cmd_parse_build_commands 0:1: -N
1766951177.274482 cmd_parse_build_commands 0:2: Switch to next client
1766951177.274487 cmd_parse_build_commands 0:3: )
1766951177.274493 cmd_parse_build_commands 0:4 0:0: switch-client
1766951177.274498 cmd_parse_build_commands 0:4 0:1: -n
1766951177.274506 cmd_parse_build_commands 0:0: switch-client
1766951177.274511 cmd_parse_build_commands 0:1: -n
1766951177.274519 args_parse_flags: next -n
1766951177.274524 args_parse_flags: -n
1766951177.274529 args_parse: flags end at 2 of 2
1766951177.274537 cmd_parse_build_commands: switch-client -n
1766951177.274543 args_parse_flags: next -N
1766951177.274548 args_parse_flag_argument: -N = Switch to next client
1766951177.274553 args_parse_flags: next )
1766951177.274558 args_parse: flags end at 3 of 5
1766951177.274564 args_parse: 3 = ) (type STRING)
1766951177.274572 args_parse: 4 = switch-client -n (type COMMANDS)
1766951177.274588 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1766951177.274599 cmdq_get_command: [bind-key/0x13280b710] group 114
1766951177.274606 cmdq_append <global>: [bind-key/0x13280b710]
1766951177.274613 yylex_token: end at WS
1766951177.274618 yylex_token: bind
1766951177.274624 yylex_token: end at WS
1766951177.274629 yylex_token: -N
1766951177.274636 yylex_token: end at WS
1766951177.274641 yylex_token: Rename current window
1766951177.274646 yylex_token: end at WS
1766951177.274651 yylex_token: ,
1766951177.274658 yylex_token: end at WS
1766951177.274663 yylex_token: command-prompt
1766951177.274668 yylex_token: end at WS
1766951177.274673 yylex_token: -I#W
1766951177.274679 yylex_token: end at WS
1766951177.274684 yylex_token: rename-window
1766951177.274690 yylex_token: end at WS
1766951177.274694 yylex_token: --
1766951177.274700 yylex_token: end at WS
1766951177.274705 yylex_token: %%
1766951177.274711 cmd_parse_build_commands 0:0: bind
1766951177.274717 cmd_parse_build_commands 0:1: -N
1766951177.274723 cmd_parse_build_commands 0:2: Rename current window
1766951177.274729 cmd_parse_build_commands 0:3: ,
1766951177.274736 cmd_parse_build_commands 0:4 0:0: command-prompt
1766951177.274743 cmd_parse_build_commands 0:4 0:1: -I#W
1766951177.274750 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1766951177.274756 cmd_parse_build_commands 0:4 0:2 0:1: --
1766951177.274761 cmd_parse_build_commands 0:4 0:2 0:2: %%
1766951177.274769 cmd_parse_build_commands 0:0: command-prompt
1766951177.274781 cmd_parse_build_commands 0:1: -I#W
1766951177.274787 cmd_parse_build_commands 0:2 0:0: rename-window
1766951177.274792 cmd_parse_build_commands 0:2 0:1: --
1766951177.274798 cmd_parse_build_commands 0:2 0:2: %%
1766951177.274805 cmd_parse_build_commands 0:0: rename-window
1766951177.274810 cmd_parse_build_commands 0:1: --
1766951177.274815 cmd_parse_build_commands 0:2: %%
1766951177.274822 args_parse_flags: next --
1766951177.274828 args_parse: flags end at 2 of 3
1766951177.274834 args_parse: 2 = %% (type STRING)
1766951177.274846 cmd_parse_build_commands: rename-window "%%"
1766951177.274853 args_parse_flags: next -I#W
1766951177.274860 args_parse_flag_argument: -I = #W
1766951177.274866 args_parse: flags end at 2 of 3
1766951177.274873 args_parse: 2 = rename-window "%%" (type COMMANDS)
1766951177.274887 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1766951177.274892 args_parse_flags: next -N
1766951177.274898 args_parse_flag_argument: -N = Rename current window
1766951177.274903 args_parse_flags: next ,
1766951177.274908 args_parse: flags end at 3 of 5
1766951177.274914 args_parse: 3 = , (type STRING)
1766951177.274925 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1766951177.274947 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1766951177.274957 cmdq_get_command: [bind-key/0x13280bd90] group 122
1766951177.274963 cmdq_append <global>: [bind-key/0x13280bd90]
1766951177.274969 yylex_token: end at WS
1766951177.274976 yylex_token: bind
1766951177.274984 yylex_token: end at WS
1766951177.274991 yylex_token: -N
1766951177.274999 yylex_token: end at WS
1766951177.275005 yylex_token: Delete the most recent paste buffer
1766951177.275010 yylex_token: end at WS
1766951177.275016 yylex_token: -
1766951177.275022 yylex_token: end at WS
1766951177.275027 yylex_token: delete-buffer
1766951177.275033 cmd_parse_build_commands 0:0: bind
1766951177.275038 cmd_parse_build_commands 0:1: -N
1766951177.275044 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1766951177.275049 cmd_parse_build_commands 0:3: -
1766951177.275055 cmd_parse_build_commands 0:4 0:0: delete-buffer
1766951177.275063 cmd_parse_build_commands 0:0: delete-buffer
1766951177.275069 args_parse: flags end at 1 of 1
1766951177.275076 cmd_parse_build_commands: delete-buffer
1766951177.275083 args_parse_flags: next -N
1766951177.275090 args_parse_flag_argument: -N = Delete the most recent paste buffer
1766951177.275097 args_parse_flags: next -
1766951177.275104 args_parse: flags end at 3 of 5
1766951177.275110 args_parse: 3 = - (type STRING)
1766951177.275116 args_parse: 4 = delete-buffer (type COMMANDS)
1766951177.275131 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1766951177.275139 cmdq_get_command: [bind-key/0x13280bf30] group 134
1766951177.275145 cmdq_append <global>: [bind-key/0x13280bf30]
1766951177.275151 yylex_token: end at WS
1766951177.275156 yylex_token: bind
1766951177.275161 yylex_token: end at WS
1766951177.275166 yylex_token: -N
1766951177.275173 yylex_token: end at WS
1766951177.275178 yylex_token: Move the current window
1766951177.275184 yylex_token: end at WS
1766951177.275189 yylex_token: .
1766951177.275195 yylex_token: end at WS
1766951177.275201 yylex_token: command-prompt
1766951177.275208 yylex_token: end at WS
1766951177.275215 yylex_token: -T
1766951177.275222 yylex_token: end at WS
1766951177.275229 yylex_token: target
1766951177.275235 yylex_token: end at WS
1766951177.275240 yylex_token: move-window
1766951177.275245 yylex_token: end at WS
1766951177.275251 yylex_token: -t
1766951177.275256 yylex_token: end at WS
1766951177.275261 yylex_token: %%
1766951177.275268 cmd_parse_build_commands 0:0: bind
1766951177.275273 cmd_parse_build_commands 0:1: -N
1766951177.275278 cmd_parse_build_commands 0:2: Move the current window
1766951177.275284 cmd_parse_build_commands 0:3: .
1766951177.275289 cmd_parse_build_commands 0:4 0:0: command-prompt
1766951177.275302 cmd_parse_build_commands 0:4 0:1: -T
1766951177.275309 cmd_parse_build_commands 0:4 0:2: target
1766951177.275317 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1766951177.275325 cmd_parse_build_commands 0:4 0:3 0:1: -t
